,ID,acreage,so_PN,so_WC,price,frontage,area,city
153,269209,57.0,5.0,5.0,5.99,0,Bình Tân,TP Hồ Chí Minh
154,269207,60.0,2.0,1.0,1500000.0,0,Huế,Thừa Thiên Huế
155,269205,150.0,5.0,4.0,14.0,0,Sơn Trà,Đà Nẵng
156,269204,150.0,5.0,4.0,14.0,0,Sơn Trà,Đà Nẵng
157,269201,53.0,3.248481398168372,3.1062222645128026,5.8,0,Long Biên,Hà Nội
158,269198,44.0,3.1665501519698793,3.0331122905623777,4.6,0,Hà Đông,Hà Nội
159,269195,41.0,5.0,4.627737905356973,5.5,1,Quận 10,TP Hồ Chí Minh
160,269192,30.0,3.0391013731905026,2.9193859410233416,4990.0,0,Tân Bình,TP Hồ Chí Minh
161,269191,92.0,2.0,4.0,27.6,0,Đống Đa,Hà Nội
162,269190,70.0,2.0,6.0,46.0,1,Hai Bà Trưng,Hà Nội
163,269189,80.0,2.0,2.0,15.0,0,Long Biên,Hà Nội
164,269188,35.0,6.0,4.0,4.15,0,Long Biên,Hà Nội
165,269187,240.0,2.0,4.0,89.5,1,Đống Đa,Hà Nội
166,269186,370.0,4.0,3.0,51.0,1,Long Biên,Hà Nội
167,269185,146.0,2.0,2.0,17.8,1,Long Biên,Hà Nội
168,269184,50.0,4.0,5.0,10.8,0,Long Biên,Hà Nội
169,269183,165.0,4.0,6.0,40.0,0,Hai Bà Trưng,Hà Nội
170,269182,115.0,1.0,1.0,25.5,1,Đống Đa,Hà Nội
171,269181,40.0,2.0,2.0,3.35,1,Bình Tân,TP Hồ Chí Minh
172,269180,65.0,3.357723059418312,3.2037022303346596,17.4,1,Hà Đông,Hà Nội
173,269177,45.0,3.0,2.888404302237775,5.35,0,Hai Bà Trưng,Hà Nội
174,269176,166.0,4.0,5.0,75.0,1,Hai Bà Trưng,Hà Nội
175,269174,85.0,3.5397924959115135,3.3661688383221167,5.8,0,Bình Tân,TP Hồ Chí Minh
176,269173,62.0,3.330412644345982,3.179332238496505,7.6,0,Long Biên,Hà Nội
177,269168,26.0,2.0,2.0,2.68,1,Quận 8,TP Hồ Chí Minh
178,269165,42.0,3.1483432082599987,3.0168656298601366,7.5,0,Cầu Giấy,Hà Nội
179,269164,25.0,2.0,2.0,165354402.83553535,1,Quận 8,TP Hồ Chí Minh
180,269163,38.0,2.0,2.016913618844259,3.8,0,Tân Bình,TP Hồ Chí Minh
181,269162,45.0,3.169898467080122,3.0504065823683586,165354402.83556426,0,Long Biên,Hà Nội
182,269161,32.0,3.0,3.0,3.58,0,Hà Đông,Hà Nội
183,269160,176.0,1.0,1.0,37.0,1,Ba Đình,Hà Nội
184,269159,75.0,5.0,6.0,12.6,1,Hoàng Mai,Hà Nội
185,269158,60.0,2.0,2.0,4.0,0,Tân Phú,TP Hồ Chí Minh
186,269157,32.0,3.057308490215267,2.935632325544726,7.5,0,Tây Hồ,Hà Nội
187,269156,80.0,3.4942751367429667,3.3255521863973536,10.0,0,Hoàng Mai,Hà Nội
188,269155,44.0,2.0,2.018129540081161,4.95,0,Bắc Từ Liêm,Hà Nội
189,269154,65.0,3.0,4.0,4.0,0,Quận 5,TP Hồ Chí Minh
190,269153,135.0,3.7513312191094754,4.160572565881616,7000000000.0,0,Từ Sơn,Bắc Ninh
191,269152,135.0,3.7513312191094754,4.160572565881616,7000000000.0,0,Từ Sơn,Bắc Ninh
192,269151,148.0,4.113311219440181,3.8779386557532387,10.2,1,Quận 9,TP Hồ Chí Minh
193,269150,62.0,3.330412644373826,3.179332238452135,6.8,0,Hoàng Mai,Hà Nội
194,269149,28.0,3.0,2.0,5.9,0,Tân Bình,TP Hồ Chí Minh
195,269148,32.0,3.0,2.0,3.12,0,Quận 10,TP Hồ Chí Minh
196,269147,122.0,4.57264026837489,4.0,20.0,0,Long Biên,Hà Nội
197,269143,35.0,2.0,3.0,3.88,0,Bình Thạnh,TP Hồ Chí Minh
198,269142,45.0,1.0,1.0,1.85,0,Thanh Khê,Đà Nẵng
